PersonID,Amount,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
C3770,3344,3,9,401,12,12,1017,12,2,Area1,1
C3774,7188,3,7,393,26,25,1340,26,2,Area1,3
C3779,9446,3,7,377,17,17,332,8,2,Area1,3
C3787,2938,3,6,398,8,8,815,8,2,Area1,1
C3791,2904,3,6,126,13,13,402,9,1,Area1,3
C3799,2625,3,7,423,10,10,2719,10,2,Area1,1
C3809,2669,3,8,196,9,9,226,3,2,Area1,1
C3810,4625,3,6,415,15,15,2933,15,2,Area1,1
C3824,2813,4,6,359,17,17,2175,17,1,Area1,3
C3827,9438,4,7,360,49,39,151,49,2,Area1,2
C3842,2563,2,6,309,11,9,1835,11,2,Area1,3
C3852,17206,3,5,388,47,44,1287,42,1,Area1,2
C3854,10496,4,21,337,48,38,973,40,2,Area1,2
C3857,3250,3,6,375,20,18,297,20,2,Area1,1
C3858,4613,4,7,412,19,17,1419,19,2,Area1,1
C3863,3112,2,7,137,7,7,534,4,1,Area1,1
C3868,3851,4,8,417,16,14,2571,11,2,Area1,3
C3879,2687,3,6,232,14,10,470,14,2,Area1,2
C3899,3126,2,7,367,20,19,695,20,1,Area1,3
C3902,2637,2,7,119,8,8,185,6,2,Area1,3
C3907,3713,3,8,438,21,16,609,21,1,Area1,1
C3910,3516,2,5,111,10,9,540,5,1,Area1,2
C3912,2781,4,8,336,11,11,1495,11,2,Area1,3
C3923,3000,4,10,253,10,10,1471,10,2,Area1,1
C3924,3438,3,10,426,14,14,263,14,1,Area1,3
C3936,3376,2,4,429,12,12,2105,12,2,Area1,2
C3939,2563,3,8,352,14,12,949,14,1,Area1,3
C3946,4825,2,6,467,19,19,409,16,2,Area1,3
C3949,2812,5,8,131,12,13,811,11,2,Area1,3
C3950,3562,2,7,368,12,12,997,12,2,Area1,1
C3954,3000,2,4,372,15,14,613,15,1,Area1,3
C3959,5000,3,10,366,5,5,30,0,2,Area1,1
C3966,4250,3,5,330,12,12,1742,12,2,Area1,3
C3967,2875,2,5,370,19,9,1238,19,1,Area1,3
C3972,3938,4,7,328,17,17,1272,17,2,Area1,3
C3983,2813,3,4,180,11,11,453,11,2,Area1,3
C3986,2625,2,5,385,10,9,308,6,1,Area1,1
C3990,5455,3,7,360,9,9,1015,2,2,Area1,1
C3999,2955,4,8,203,9,8,1857,5,2,Area1,1
C4002,2656,3,12,428,8,8,606,8,2,Area1,3
C4008,5500,2,4,412,14,13,356,10,2,Area1,2
C4015,2793,2,6,284,9,9,1859,7,2,Area1,3
C4030,3250,2,7,116,10,10,882,10,2,Area1,1
C4032,8079,2,6,339,34,33,1048,32,2,Area1,1
C4050,6165,3,5,413,15,14,1554,12,1,Area1,3
C4053,4725,4,6,405,25,18,2955,25,1,Area1,3
C4056,2563,2,8,180,10,10,332,10,2,Area1,3
C4062,8979,2,6,368,40,40,1757,31,2,Area1,3
C4074,2687,3,6,429,12,12,1863,8,2,Area1,1
C4078,3125,4,7,459,10,10,680,10,2,Area1,2
C4087,3250,3,8,410,16,14,7412,16,1,Area1,1
C4090,9754,3,6,428,32,32,1651,24,2,Area1,2
C4091,3125,4,8,359,2,2,0,0,2,Area1,3
C4093,3376,3,6,107,19,19,379,19,2,Area1,1
C4099,4123,4,7,414,14,13,1669,10,2,Area1,3
C4110,3188,3,6,365,11,11,3465,11,1,Area1,1
C4122,4500,2,8,368,13,13,124,13,2,Area1,1
C4125,4313,4,7,353,21,21,57,21,2,Area1,1
C4127,3001,6,10,377,22,19,8148,22,2,Area1,3
C4129,7625,2,7,445,17,16,2488,14,2,Area1,1
C4131,12891,3,5,298,58,57,236,56,2,Area1,3
C4135,2625,3,7,370,15,11,316,15,1,Area1,3
C4138,2500,2,8,377,12,12,1045,12,2,Area1,2
C4142,11305,7,7,469,37,31,2152,31,2,Area1,1
C4145,2750,2,6,314,11,11,4766,11,2,Area1,2
C4153,4000,2,5,268,15,15,235,15,2,Area1,1
C4161,3474,3,5,445,16,16,2277,11,2,Area1,1
C4162,6563,3,7,461,30,30,6359,30,2,Area1,2
C4164,3137,2,5,152,18,12,16,17,2,Area1,1
C4165,5188,3,10,458,21,19,2655,21,2,Area1,2
C4172,8938,3,6,369,34,29,9697,34,2,Area1,2
C4184,2625,3,7,257,14,9,524,14,2,Area1,3
C4186,3375,2,4,371,15,12,1306,15,2,Area1,1
C4190,3028,2,6,343,8,8,356,2,2,Area1,2
C4194,3719,3,6,384,17,16,935,17,2,Area1,3
C4199,2875,2,6,117,15,11,226,15,2,Area1,3
C4200,2612,2,7,355,6,6,485,2,2,Area1,1
C4203,3369,5,6,424,20,20,1697,20,2,Area1,2
C4207,2500,3,7,367,9,9,871,9,2,Area1,3
C4214,2750,5,7,382,11,11,2605,11,2,Area1,1
C4216,2563,2,7,262,14,14,1926,14,2,Area1,1
C4221,3375,2,7,394,10,10,1979,10,2,Area1,3
C4240,2750,3,5,447,14,11,3798,14,2,Area1,3
C4244,6920,2,6,349,15,14,1532,9,2,Area1,3
C4245,2875,3,8,287,15,10,153,15,2,Area1,2
C4246,4751,4,20,428,20,20,767,20,2,Area1,2
C4248,6343,4,6,438,16,16,2424,11,2,Area1,2
C4253,5171,4,6,312,23,19,1099,18,1,Area1,3
C4254,9810,3,7,406,44,37,568,36,2,Area1,3
C4260,2781,4,8,362,14,8,241,13,1,Area1,1
C4266,8924,5,7,441,6,6,606,1,2,Area1,3
C4273,3625,2,6,452,20,16,315,20,2,Area1,2
C4275,7187,4,5,297,25,15,11,20,1,Area1,3
C4295,2875,3,6,360,17,17,511,17,2,Area1,3
C4296,2938,3,7,226,15,15,803,15,2,Area1,3
C4297,4313,2,6,273,12,12,881,12,2,Area1,2
C4298,5574,2,6,135,8,8,7,1,2,Area1,1
C4299,2898,2,5,347,12,9,678,6,1,Area1,2
C4302,2932,4,6,424,20,12,2038,20,1,Area1,2
C4306,5581,3,5,348,20,20,2933,13,2,Area1,2
C4310,3125,2,6,261,11,9,365,11,2,Area1,2
C4311,5298,2,5,323,9,9,218,3,2,Area1,1
C4315,9700,5,7,418,51,41,2947,51,1,Area1,1
C4317,2938,5,7,448,20,10,4788,20,1,Area1,2
C4318,3999,2,5,392,20,17,1065,19,2,Area1,2
C4319,4563,3,6,378,23,22,4183,23,1,Area1,2
C4320,2688,3,7,379,16,11,123,16,2,Area1,3
C4321,4563,2,7,437,28,18,357,28,2,Area1,3
C4322,6375,5,9,387,19,15,1712,15,2,Area1,2
C4324,3680,3,5,384,19,16,1915,19,2,Area2,3
C4326,2836,3,6,439,8,8,1628,8,2,Area2,3
C4327,2889,4,7,413,14,14,1324,14,2,Area2,2
C4330,3225,4,8,379,14,14,2750,14,1,Area2,2
C4331,3226,2,4,230,13,13,756,13,2,Area2,2
C4334,3131,3,6,403,7,7,130,7,2,Area2,1
C4335,5586,3,7,403,17,17,3895,17,2,Area2,2
C4339,2562,4,7,463,8,8,2682,8,1,Area2,1
C4341,4012,5,7,370,12,12,710,12,2,Area2,3
C4343,3077,3,7,228,6,6,1096,6,2,Area2,1
C4345,3055,2,5,321,13,12,5396,13,2,Area2,1
C4346,2540,2,7,182,8,8,333,8,2,Area2,3
C4347,2792,3,9,166,11,11,540,11,2,Area2,2
C4348,2576,3,7,294,11,11,1621,11,2,Area2,3
C4350,2761,2,7,204,11,11,1908,11,2,Area2,1
C4351,4070,3,6,234,12,12,315,12,2,Area2,2
C4353,3372,4,10,455,17,17,4599,17,2,Area2,1
C4354,2980,2,7,286,8,8,497,8,2,Area2,1
C4356,4407,3,11,196,13,13,1138,13,2,Area2,1
C4357,3277,3,6,367,16,16,10,16,2,Area2,1
C4358,2776,2,6,272,5,5,768,5,2,Area2,2
C4359,3936,2,7,469,8,8,1767,8,2,Area2,3
C4360,4492,4,20,382,16,16,347,16,2,Area2,2
C4361,3042,4,6,249,13,13,3583,13,2,Area2,3
C4362,3334,3,6,388,14,14,158,14,2,Area2,3
C4363,3149,3,6,343,8,8,1835,8,2,Area2,3
C4365,3032,3,6,370,12,9,466,12,2,Area2,3
C4366,2543,4,8,331,13,11,188,13,2,Area2,1
C4367,2597,3,7,369,9,8,892,9,1,Area2,1
C4368,3522,3,5,388,14,13,5065,14,1,Area2,1
C4369,4353,2,4,468,21,15,1269,21,2,Area2,2
C4370,4063,2,5,372,26,21,124,26,2,Area2,1
C4371,3400,2,5,457,16,16,2556,16,2,Area2,1
C4372,3287,3,6,365,13,13,2424,13,2,Area2,1
C4374,3130,2,5,431,13,13,1776,13,2,Area2,2
C4376,2922,4,8,363,8,8,750,8,2,Area2,1
C4377,2858,3,7,459,16,16,4413,16,2,Area2,2
C4378,2780,2,5,335,9,9,1582,9,2,Area2,3
C4379,2882,2,7,464,13,13,684,13,2,Area2,1
C4380,2542,3,5,454,6,6,749,6,2,Area2,2
C4381,5572,2,6,158,22,22,1070,22,2,Area2,3
C4382,4172,6,6,295,16,16,7097,16,2,Area2,3
C4383,2795,4,10,454,12,12,620,12,2,Area2,2
C4384,2753,3,20,334,9,9,264,9,2,Area2,3
C4385,4046,2,5,410,14,14,7809,14,2,Area2,1
C4386,6009,2,6,361,17,17,557,17,2,Area2,2
C4387,3133,2,5,332,10,10,831,10,2,Area2,3
C4390,4803,3,6,364,17,17,396,17,2,Area2,2
C4391,2883,2,3,435,10,10,1625,10,2,Area2,3
C4392,2539,2,4,442,9,9,468,9,2,Area2,1
C4393,3684,4,6,425,19,19,2590,19,2,Area2,2
C4394,4707,3,5,293,15,14,2434,15,2,Area2,3
C4395,4616,2,5,419,17,17,3419,17,2,Area2,1
C4396,4552,3,6,380,11,11,1528,11,2,Area2,2
C4398,12225,3,4,446,49,49,11311,49,2,Area1,2
C4399,2563,2,8,276,11,11,3223,11,2,Area1,2
C4400,2688,4,6,315,15,13,6168,15,1,Area1,3
C4402,4137,4,9,348,14,13,901,11,2,Area1,2
C4405,3125,3,6,372,11,11,988,11,2,Area1,1
C4406,3063,4,7,372,11,11,3654,11,2,Area1,1
C4407,7875,2,3,349,29,29,58,29,2,Area1,1
C4408,2788,4,9,456,6,6,1570,6,2,Area2,2
C4409,4013,2,5,454,20,16,839,19,1,Area1,1
C4410,7906,4,6,352,36,28,987,33,2,Area1,2
C4411,2749,6,7,362,8,8,923,4,1,Area1,3
C4412,2875,4,7,445,16,15,6605,16,1,Area1,1
C4413,4499,3,5,470,24,19,3345,20,1,Area1,2
C4414,12437,4,7,239,39,40,3378,38,2,Area1,2
C4415,4062,3,8,356,14,15,375,13,2,Area1,3
C4416,3093,3,6,442,7,7,0,1,2,Area1,1
C4420,4250,3,7,225,29,29,269,29,2,Area1,1
C4421,6969,4,7,471,29,25,5751,29,2,Area2,1
C4422,4509,3,6,469,26,23,2933,26,2,Area1,1
C4423,3313,2,6,104,12,9,744,12,1,Area1,1
C4425,2750,4,8,450,21,16,9151,21,2,Area1,1
C4426,2813,2,3,320,19,15,9,19,2,Area1,1
C4427,3937,3,10,371,25,18,1804,22,2,Area1,2
C4429,3188,5,8,442,26,19,1326,26,1,Area1,2
C4431,2766,2,6,456,10,10,1629,8,1,Area1,3
C4432,3625,2,5,213,11,10,212,11,1,Area1,3
C4433,2836,3,10,336,14,13,447,11,2,Area1,3
C4434,2938,3,7,342,15,15,1911,15,2,Area1,3
C4435,3794,2,8,175,6,14,242,0,2,Area1,2
C4436,3512,3,10,372,20,21,804,17,2,Area1,2
C4437,3950,3,5,377,25,20,3201,24,2,Area1,3
C4438,3312,2,4,337,16,16,266,15,2,Area1,1
C4439,2625,5,7,350,11,11,718,11,2,Area1,2
C4440,2625,2,5,413,9,9,419,9,2,Area1,3
C4441,5188,3,8,297,36,22,812,36,2,Area1,3
C4442,4397,3,6,369,12,13,893,8,2,Area1,3
C4443,6697,4,7,356,26,22,1445,19,1,Area1,3
C4444,3188,3,7,296,19,15,173,19,2,Area1,1
C4445,6375,3,8,133,9,9,1682,2,1,Area1,1
C4447,4500,4,8,371,20,20,3023,20,2,Area1,2
C4448,2688,3,8,428,9,9,3872,9,2,Area1,3
C4449,3137,2,7,364,10,10,86,9,2,Area1,2
C4450,3250,2,6,361,11,11,73,11,2,Area1,3
C4451,7500,3,18,436,26,26,10502,26,2,Area1,3
C4453,3750,4,9,232,21,18,774,21,2,Area1,2
C4454,3631,2,8,334,9,9,1184,9,2,Area1,3
C4455,3992,2,5,435,15,13,987,10,1,Area1,3
C4456,4625,3,7,298,16,14,3610,16,2,Area1,2
C4459,3563,2,4,392,18,15,452,18,2,Area1,1
C4460,3175,4,8,272,14,10,690,14,2,Area1,1
C4461,8781,3,6,423,40,35,1831,39,2,Area1,3
C4463,5719,3,8,462,26,20,2681,26,2,Area1,1
C4464,3125,2,5,217,12,12,703,12,2,Area1,2
C4465,8166,3,7,421,20,20,511,11,1,Area1,1
C4466,5375,2,7,460,13,13,663,13,2,Area1,2
C4468,2563,5,12,329,10,8,474,10,1,Area1,1
C4469,2813,3,6,471,14,14,2119,14,2,Area1,3
C4472,2751,3,5,372,22,22,3119,22,2,Area1,2
C4474,2625,2,7,394,10,10,340,10,2,Area1,3
C4476,2500,2,5,347,11,9,1916,11,1,Area1,2
C4477,3625,3,6,451,28,20,993,28,1,Area1,1
C4478,2750,3,9,270,13,11,854,13,2,Area1,1
C4479,6041,2,6,451,26,25,2035,26,2,Area1,2
C4481,2923,3,5,470,15,15,2196,15,2,Area2,1
C4483,2938,3,4,385,22,15,1337,22,1,Area1,1
C4484,4437,4,7,370,21,15,320,21,2,Area1,3
C4485,3438,2,5,441,9,9,2401,9,2,Area1,3
C4486,3125,2,5,418,21,16,638,21,2,Area1,1
C4487,2688,2,6,324,8,8,257,8,1,Area1,3
C4488,2875,2,9,309,10,10,1123,10,2,Area1,2
C4490,2500,5,10,360,9,9,778,9,2,Area1,3
C4491,3038,3,9,419,16,16,3758,16,2,Area1,3
C4492,4608,3,7,376,7,7,769,2,2,Area1,1
C4494,2531,2,4,369,9,9,1134,9,2,Area1,1
C4496,2750,4,6,371,11,11,1964,11,2,Area1,2
C4498,4638,5,13,393,23,20,2459,23,2,Area1,1
C4501,4500,2,5,404,23,18,398,23,2,Area1,3
C4502,2563,3,8,397,12,11,938,12,2,Area1,2
C4504,5313,2,7,373,24,21,454,24,2,Area1,1
C4505,2625,3,9,366,13,9,2545,13,2,Area1,3
C4506,5748,4,8,372,11,11,480,2,2,Area1,3
C4507,3438,3,5,354,26,18,662,26,2,Area1,3
C4508,3250,2,4,406,19,13,3157,19,2,Area1,2
C4509,2987,2,6,319,7,7,270,3,2,Area1,3
C4510,3563,3,6,417,19,14,199,19,2,Area1,1
C4511,2750,3,4,388,14,10,218,14,2,Area1,1
C4513,2750,3,16,341,9,9,984,9,2,Area1,3
C4515,3100,3,6,440,16,13,1887,16,2,Area1,3
C4517,3000,3,5,224,9,9,0,9,2,Area1,3
C4518,5625,3,6,272,15,15,419,9,2,Area1,3
C4519,4688,3,6,384,17,14,964,17,2,Area1,1
C4520,7125,2,5,433,18,18,1474,18,2,Area1,2
C4521,3751,3,6,406,19,18,4186,19,1,Area1,3
C4522,9438,3,5,450,45,40,4646,45,2,Area1,3
C4523,3500,3,8,350,12,11,2921,12,2,Area1,2
C4524,5448,2,5,331,7,7,279,0,2,Area1,3
C4526,2750,3,6,338,9,9,953,9,2,Area1,2
C4527,2500,3,8,371,12,11,1582,12,1,Area1,1
C4528,3250,3,5,236,1,1,0,0,2,Area1,1
C4529,2783,4,13,326,8,8,2,3,2,Area1,3
C4530,3750,3,8,383,33,21,1355,33,1,Area1,3
C4531,5249,2,7,399,18,15,528,11,2,Area1,3
C4532,3188,2,5,441,13,13,686,13,2,Area1,2
C4535,3750,3,5,369,34,18,1680,34,1,Area1,2
C4536,5250,4,5,446,47,35,1779,47,1,Area1,3
C4538,8000,3,6,362,21,21,6395,21,2,Area1,1
C4539,2563,4,6,377,9,9,236,9,2,Area1,2
C4540,3063,3,8,104,13,11,369,13,2,Area1,1
C4541,4748,3,6,269,10,10,74,0,2,Area1,3
C4542,18870,6,9,381,22,27,122,8,2,Area1,1
C4544,3813,3,6,458,13,13,4576,13,2,Area1,1
C4545,4188,3,6,304,14,14,1969,14,2,Area1,2
C4546,2936,4,8,351,7,8,334,2,2,Area1,3
C4548,2625,5,12,235,13,13,1696,13,2,Area1,3
C4549,2750,3,6,443,10,9,1178,10,2,Area1,3
C4550,3438,3,7,238,14,13,1896,14,2,Area1,2
C4551,2813,4,8,368,10,8,3133,10,1,Area1,1
C4552,4563,3,8,389,15,15,774,15,2,Area1,2
C4556,2500,2,5,214,11,10,266,11,2,Area1,2
C4557,5606,2,6,455,17,17,1184,17,2,Area1,1
C4559,3000,2,5,414,13,13,220,13,2,Area1,3
C4560,5688,4,8,153,17,17,1654,17,2,Area1,3
C4561,5062,4,9,268,12,9,3618,8,2,Area1,1
C4562,3625,3,6,215,24,18,1607,24,2,Area1,3
C4563,5776,2,4,354,30,26,677,27,2,Area1,1
C4564,4449,3,6,463,9,9,4295,6,1,Area1,3
C4565,4625,2,8,440,14,14,5826,13,2,Area1,1
C4566,3188,5,22,196,15,15,173,15,2,Area1,3
C4567,14751,4,8,438,64,64,5951,64,2,Area1,1
C4569,2750,2,7,151,9,9,642,9,2,Area1,1
C4570,3813,2,4,335,24,18,0,24,2,Area1,2
C4571,6125,3,7,352,16,16,2823,16,2,Area1,1
C4572,2750,3,7,170,14,11,1969,14,2,Area1,1
C4573,5719,2,6,269,26,23,4503,26,2,Area1,2
C4574,2688,2,8,197,12,12,432,12,2,Area1,2
C4576,3125,2,6,367,15,13,1093,15,2,Area1,2
C4579,3910,2,5,203,18,18,619,16,2,Area1,2
C4581,4250,5,13,223,17,13,1283,17,2,Area1,1
C4582,2500,2,7,314,14,10,146,14,1,Area1,2
C4583,2813,4,7,191,14,14,204,14,2,Area1,3
C4584,7687,3,8,334,25,24,2913,21,2,Area1,2
C4585,5813,5,9,410,24,24,1397,24,2,Area1,3
C4586,6140,3,6,390,14,14,2854,11,2,Area1,2
C4587,3375,3,7,409,13,13,1102,13,2,Area1,3
C4588,6437,3,7,383,18,18,2399,17,2,Area1,3
C4590,4750,3,8,451,31,17,691,31,1,Area1,3
C4591,2688,3,7,470,12,12,3378,12,2,Area1,3
C4592,2684,4,6,444,9,9,412,4,2,Area1,2
C4595,4735,4,7,458,15,13,6800,10,2,Area1,1
C4596,2500,3,8,261,9,8,1755,9,1,Area1,1
C4598,2875,2,4,346,17,13,635,17,1,Area1,3
C4599,3549,4,7,367,11,11,1197,11,2,Area2,2
C4600,2625,2,5,354,11,11,202,11,2,Area1,1
C4601,2500,2,4,462,14,12,163,14,2,Area1,2
C4602,2700,4,10,363,13,9,141,11,2,Area1,1
C4604,6862,3,4,461,10,8,10,4,1,Area1,2
C4606,2625,2,9,180,10,10,1021,10,2,Area1,1
C4607,3688,4,9,231,14,14,537,14,2,Area1,2
C4608,3438,3,10,399,15,14,711,15,2,Area1,2
C4609,4265,2,4,366,3,3,0,0,2,Area1,1
C4610,2875,5,11,274,16,12,69,15,1,Area1,1
C4611,2688,3,7,177,16,10,243,16,1,Area1,2
C4612,3750,6,13,437,16,15,1970,16,2,Area1,3
C4614,3500,3,6,417,18,18,759,18,2,Area1,2
C4615,6125,4,5,406,12,12,171,6,1,Area1,1
C4616,8329,2,5,465,14,14,59,3,2,Area1,3
C4617,3625,3,8,203,18,14,481,18,1,Area1,1
C4618,2637,5,5,466,16,13,490,15,2,Area1,3
C4619,3462,3,5,451,12,11,820,10,1,Area1,1
C4620,3343,5,13,205,13,11,3902,11,2,Area1,1
C4622,5423,3,7,443,20,19,2505,13,2,Area1,2
C4623,2750,2,5,180,11,11,1670,11,2,Area1,1
C4624,2850,3,5,405,16,12,3192,16,2,Area1,1
C4626,5106,2,7,427,20,20,885,20,2,Area1,3
C4627,3500,2,6,340,22,15,258,20,2,Area1,3
C4630,9132,3,6,249,16,16,2910,0,2,Area1,2
C4631,2500,3,7,371,13,13,687,13,2,Area1,3
C4632,4188,3,9,441,18,18,697,18,2,Area1,2
C4633,2625,3,10,350,11,8,1319,11,1,Area1,1
C4634,2563,3,11,395,13,13,741,13,2,Area1,3
C4635,3563,2,4,430,29,21,2521,29,2,Area1,1
C4637,5125,2,5,152,20,18,1220,20,2,Area1,3
C4641,4125,4,10,466,16,16,2818,16,2,Area1,1
C4642,5363,4,22,280,27,21,4316,27,2,Area1,2
C4643,7438,2,5,441,33,30,453,33,2,Area1,2
C4644,3502,5,7,433,31,27,2303,31,1,Area1,3
C4646,4303,5,5,450,15,15,5508,15,2,Area2,1
C4648,3098,5,11,450,22,15,1548,22,2,Area2,2
C4650,3625,3,8,128,15,15,211,15,2,Area1,3
C4653,2766,5,14,194,13,10,308,11,2,Area1,2
C4654,2630,2,5,376,22,14,527,19,2,Area1,1
C4655,2860,4,13,454,13,10,409,11,2,Area1,2
C4656,3731,2,8,210,16,16,392,15,2,Area1,1
C4657,3500,3,6,215,12,10,2300,12,2,Area1,1
C4658,4250,3,8,336,17,17,5035,17,2,Area1,3
C4659,2657,3,7,350,19,19,4085,19,2,Area1,3
C4662,3500,5,5,167,13,13,1579,13,2,Area1,2
C4663,3875,3,5,397,17,17,5932,17,2,Area1,2
C4664,7074,2,7,371,19,19,624,15,2,Area1,3
C4665,4875,2,6,383,27,24,846,27,1,Area1,3
C4666,8187,3,8,434,17,17,2777,13,2,Area1,3
C4668,2513,2,4,305,14,14,836,12,1,Area1,3
C4669,2905,3,11,432,11,11,239,10,2,Area1,2
C4670,3075,3,7,286,13,13,2354,11,2,Area1,2
C4671,2750,3,8,376,12,11,438,12,2,Area1,3
C4673,3188,5,9,400,18,13,1893,18,1,Area1,3
C4674,3438,2,7,403,8,8,1179,8,2,Area1,1
C4675,3313,2,5,360,15,15,844,15,2,Area1,2
C4676,3188,3,8,366,13,11,1247,13,2,Area1,3
C4677,6829,3,6,316,12,12,86,6,1,Area1,2
C4680,3063,4,11,311,17,15,1723,17,2,Area1,2
C4681,2916,3,6,395,15,15,823,15,2,Area2,1
C4682,6063,3,8,462,27,27,3151,27,2,Area1,1
C4683,2500,3,6,379,18,18,573,18,2,Area1,3
C4685,5199,3,9,446,20,19,992,17,2,Area1,2
C4687,3750,5,7,347,13,13,1161,13,2,Area1,3
C4691,3385,2,9,335,12,12,181,12,2,Area2,2
C4692,2875,3,8,320,14,12,194,14,2,Area1,1
C4693,2500,3,8,244,12,10,1660,12,1,Area1,2
C4694,3250,2,4,138,12,12,1206,12,2,Area1,2
C4695,3625,3,7,389,8,8,3429,8,2,Area1,1
C4696,2897,4,8,331,11,9,481,7,1,Area1,3
C4697,2937,2,5,304,10,10,1146,9,2,Area1,2
C4698,7437,3,8,450,41,36,3589,39,2,Area1,3
C4699,2625,3,6,416,11,10,2836,11,2,Area1,3
C4701,4500,4,10,394,6,6,888,0,2,Area1,1
C4703,2500,2,9,298,8,8,221,8,2,Area1,2
C4704,2569,2,6,402,21,14,2917,21,1,Area1,1
C4705,3369,3,6,462,13,12,770,13,2,Area1,1
C4706,3063,3,7,437,8,8,952,8,2,Area1,2
C4707,5375,3,5,456,36,25,3403,36,2,Area1,3
C4709,3588,5,9,463,19,19,2211,19,2,Area1,3
C4710,2501,3,6,368,15,15,3866,15,1,Area1,2
C4711,2563,3,5,370,12,10,1084,12,1,Area1,2
C4712,6500,3,7,395,18,18,961,18,2,Area1,1
C4713,6638,3,6,106,16,16,375,8,1,Area1,3
C4714,2563,2,5,404,8,8,901,8,2,Area1,1
C4715,3688,3,5,237,18,18,1757,18,2,Area1,1
C4716,7528,3,6,343,24,24,626,24,2,Area1,2
C4718,2812,3,7,345,9,11,2712,7,2,Area1,2
C4719,2668,3,6,270,10,10,836,8,2,Area1,3
C4720,4253,3,7,470,21,21,468,21,2,Area1,1
C4722,3063,3,7,367,20,17,943,19,2,Area1,2
C4724,2625,4,6,421,27,18,6865,27,1,Area1,2
C4725,3375,5,12,441,14,11,825,14,2,Area1,2
C4728,3750,3,8,119,15,12,235,15,2,Area1,2
C4729,2525,3,7,203,11,11,568,11,2,Area1,3
C4730,6125,3,8,337,41,25,321,41,2,Area1,3
C4731,3249,4,7,270,8,9,863,2,2,Area1,3
C4732,6188,3,8,380,23,23,4595,23,2,Area1,2
C4734,2557,2,5,426,12,11,5917,12,1,Area2,3
C4735,12543,5,8,392,36,32,23746,29,2,Area1,2
C4737,3000,5,14,422,18,15,994,18,2,Area1,2
C4738,2688,4,15,239,12,12,999,12,2,Area1,1
C4739,2813,2,6,448,10,10,649,10,2,Area1,3
C4740,3125,3,4,345,10,9,287,10,2,Area1,3
C4742,3438,3,7,244,10,10,4234,10,2,Area1,3
C4744,3000,6,23,326,10,10,1433,10,2,Area1,1
C4747,2592,3,6,107,9,6,826,6,1,Area1,2
C4749,2700,5,8,200,10,8,4073,9,1,Area1,2
C4750,4188,3,8,315,16,16,1170,16,2,Area1,2
C4751,3875,2,6,369,17,17,1033,17,2,Area1,3
C4753,2950,3,8,244,15,12,316,15,1,Area1,3
C4754,4563,4,8,343,23,22,2754,23,2,Area1,3
C4757,5300,4,10,389,19,19,1821,19,2,Area1,1
C4758,3153,2,7,346,13,12,191,10,1,Area1,3
C4759,3031,3,4,459,20,16,2220,19,2,Area1,2
C4760,2625,2,6,450,9,9,223,9,2,Area1,2
C4761,2750,4,8,386,11,10,1292,11,2,Area1,3
C4762,3191,3,5,412,10,10,1452,5,2,Area1,1
C4763,3625,4,8,362,28,20,3051,28,2,Area1,1
C4765,6875,2,8,447,21,21,982,21,2,Area1,3
C4768,3000,5,11,394,20,20,1825,20,2,Area1,3
C4769,3216,2,7,323,13,11,454,10,2,Area1,3
C4770,5975,4,11,392,18,18,560,18,2,Area1,2
C4771,2749,3,6,303,8,8,1976,4,2,Area1,2
C4773,3188,4,5,371,25,21,3087,25,1,Area1,1
C4774,4250,2,6,423,28,20,1429,28,1,Area1,2
C4776,7312,2,5,445,31,31,1358,31,2,Area1,3
C4777,3125,2,5,184,16,10,11,16,2,Area1,2
C4778,9029,3,6,305,32,31,1741,23,2,Area1,2
C4779,4813,2,4,414,24,21,971,24,2,Area1,1
C4781,2500,2,8,314,9,9,959,9,2,Area1,2
C4782,2500,3,10,179,10,10,272,10,2,Area1,1
C4784,3063,4,10,416,25,17,569,25,2,Area1,2
C4785,6590,4,8,414,24,22,3470,18,2,Area1,1
C4786,5125,6,9,392,26,26,90,26,2,Area1,1
C4788,7749,3,7,428,28,28,1632,28,2,Area2,3
C4789,3063,3,10,346,12,10,1131,12,2,Area1,2
C4791,4688,7,9,143,22,16,1318,22,2,Area1,1
C4792,2688,3,6,390,14,14,3678,14,2,Area1,2
C4793,6625,2,7,384,11,8,134,7,2,Area1,2
C4794,2750,4,7,301,19,14,2485,19,2,Area1,1
C4795,4875,3,5,365,13,12,8,13,2,Area1,1
C4796,3875,3,11,329,15,15,265,15,2,Area1,2
C4797,2938,3,5,455,10,9,614,10,2,Area1,1
C4800,5625,6,8,372,30,20,828,30,2,Area1,2
C4801,5000,2,5,390,19,16,436,19,2,Area1,3
C4802,3937,2,5,457,10,10,1521,2,2,Area1,3
C4804,3063,3,7,445,12,12,1694,12,2,Area1,2
C4805,5137,3,6,391,17,17,7536,16,2,Area1,3
C4806,2563,4,10,391,14,8,524,14,2,Area1,3
C4807,2813,2,7,226,14,12,1387,14,1,Area1,2
C4809,4818,4,8,412,12,9,1250,9,2,Area1,2
C4810,3093,3,8,367,9,9,261,0,2,Area1,1
C4812,2500,3,9,365,7,6,492,7,2,Area1,1
C4813,2563,2,3,437,10,10,1309,10,2,Area1,1
C4814,3395,2,6,353,13,12,568,5,2,Area1,2
C4817,5087,2,9,253,25,25,1304,20,1,Area1,2
